20210603 13:00,4195710,4198950,4188900,4195200,4747920
20210603 14:00,4195250,4196100,4187400,4187700,4557870
20210603 15:00,4187600,4194450,4187400,4187700,10568995
20210604 09:00,4207300,4215000,4206800,4212450,5403217
20210604 10:00,4212600,4218700,4212400,4217200,7834407
20210604 11:00,4217300,4220200,4214700,4215900,4294483
20210604 12:00,4215900,4218900,4214700,4218800,2530252
20210604 13:00,4218800,4222100,4217700,4221600,2682700
20210604 14:00,4221600,4226500,4221500,4225000,7475984
20210604 15:00,4225000,4229150,4223400,4226000,16878804
20210607 09:00,4225500,4227800,4219300,4221900,4444893
20210607 10:00,4222000,4222000,4212900,4217200,6885665
20210607 11:00,4217300,4219100,4212400,4215200,6568496
20210607 12:00,4215200,4218150,4214300,4216800,3265878
20210607 13:00,4216750,4218000,4211900,4212400,3951032
20210607 14:00,4212400,4219650,4212000,4218250,3792287
20210607 15:00,4218200,4223950,4218100,4221900,14248681
20210608 09:00,4231600,4232100,4216400,4217500,5420219
20210608 10:00,4217200,4222600,4215400,4218800,5802999
20210608 11:00,4219000,4222000,4203200,4220400,8554782
20210608 12:00,4220200,4226500,4219400,4225850,4048535
20210608 13:00,4225700,4226550,4221800,4222400,3532179
20210608 14:00,4222400,4227900,4221700,4227550,3238323
20210608 15:00,4227500,4229400,4222600,4222800,10879731
20210609 09:00,4231500,4232500,4224300,4228200,4884347
20210609 10:00,4228500,4230600,4223200,4228400,5544429
20210609 11:00,4228300,4231200,4222100,4225000,3885834
20210609 12:00,4224750,4227900,4223900,4227400,2276758
20210609 13:00,4227500,4229700,4225200,4226400,2781884
20210609 14:00,4226500,4228800,4223650,4224300,6136903
20210609 15:00,4224300,4224300,4214100,4216500,14218572
20210610 09:00,4229600,4245200,4229400,4242500,5827923
20210610 10:00,4242500,4246200,4215600,4224600,9193774
20210610 11:00,4224600,4235200,4221400,4234400,5457217
20210610 12:00,4234800,4239200,4231100,4239100,3605489
20210610 13:00,4239100,4240900,4235300,4240800,3904557
20210610 14:00,4240800,4240950,4233800,4238000,4116261
20210610 15:00,4237900,4238300,4231800,4236100,12797500
20210611 09:00,4241200,4244200,4237900,4239500,3762705
20210611 10:00,4239700,4242600,4232300,4233900,5638975
20210611 11:00,4233800,4236150,4230250,4233600,4080622
20210611 12:00,4233600,4234500,4228200,4231900,3461215
20210611 13:00,4231800,4235350,4230200,4234820,4005299
20210611 14:00,4234900,4238500,4234900,4237700,3295076
20210611 15:00,4237700,4244100,4234100,4243100,15273048
20210614 09:00,4244300,4244500,4236900,4239250,3500897
20210614 10:00,4239300,4240100,4232300,4237400,4922482
20210614 11:00,4237400,4239900,4232200,4234190,3517096
